,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.cFactor,PG.orderDiffraction,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,0.01,30,2.25,1,100000.0,0.01715,0.00243,5.72,,,,,,,
1,1,0.01,30,2.25,1,100000.0,0.01651,0.00522,5.51,,,,,,,
2,2,0.01,30,2.25,1,100000.0,0.01414,0.01,4.71,,,,,,,
3,3,0.01,30,2.25,1,100000.0,0.01309,0.01134,4.36,,,,,,,
4,4,0.01,30,2.25,1,100000.0,0.01225,0.01225,4.08,,,,,,,
5,5,0.01,40,2.25,1,100000.0,0.01715,0.00243,5.72,660032000000.0,0.56,0.00056,18480896.0,0.0003094684306389713,0.02229774965363967,0.000518720960761445
6,6,0.01,40,2.25,1,100000.0,0.01651,0.00522,5.51,,,,,,,
7,7,0.01,40,2.25,1,100000.0,0.01414,0.01,4.71,660032000000.0,0.64,0.00064,21121024.0,0.0002310250428992628,0.016300703421972457,0.0007442335377462773
8,8,0.01,40,2.25,1,100000.0,0.01309,0.01134,4.36,,,,,,,
9,9,0.01,40,2.25,1,100000.0,0.01225,0.01225,4.08,,,,,,,
10,10,0.01,50,2.25,1,100000.0,0.01715,0.00243,5.72,,,,,,,
11,11,0.01,50,2.25,1,100000.0,0.01651,0.00522,5.51,,,,,,,
12,12,0.01,50,2.25,1,100000.0,0.01414,0.01,4.71,708108000000.0,0.52,0.00052,18410808.0,0.0002865052043697354,0.01298366155686242,0.0002386756617893501
13,13,0.01,50,2.25,1,100000.0,0.01309,0.01134,4.36,,,,,,,
14,14,0.01,50,2.25,1,100000.0,0.01225,0.01225,4.08,708108000000.0,0.48,0.00048000000000000007,16994592.0,0.0002460197224453808,0.011893519596769072,0.0004570502547868038
15,15,0.01,60,2.25,1,100000.0,0.01715,0.00243,5.72,,,,,,,
16,16,0.01,60,2.25,1,100000.0,0.01651,0.00522,5.51,,,,,,,
17,17,0.01,60,2.25,1,100000.0,0.01414,0.01,4.71,,,,,,,
18,18,0.01,60,2.25,1,100000.0,0.01309,0.01134,4.36,749604000000.0,0.84,0.0008400000000000001,31483368.0,0.0006052170071210301,0.02104121892255577,0.0009409967444840766
19,19,0.01,60,2.25,1,100000.0,0.01225,0.01225,4.08,,,,,,,
20,20,0.01,70,2.25,1,100000.0,0.01715,0.00243,5.72,786270000000.0,1.4,0.0014000000000000002,55038900.0,0.000908944228101688,0.0265386550225858,0.0008053627420768945
21,21,0.01,70,2.25,1,100000.0,0.01651,0.00522,5.51,786270000000.0,0.92,0.00092,36168420.0,0.0007525729835056013,0.016657584054478376,0.0005760937570324704
22,22,0.01,70,2.25,1,100000.0,0.01414,0.01,4.71,786270000000.0,1.24,0.0012400000000000002,48748740.0,0.0008169164931872187,0.023011933102348663,0.0008776092428668314
23,23,0.01,70,2.25,1,100000.0,0.01309,0.01134,4.36,,,,,,,
24,24,0.01,70,2.25,1,100000.0,0.01225,0.01225,4.08,786270000000.0,1.64,0.00164,64474140.0,0.0009095222585747664,0.022457936619896184,0.0006431817130954983
25,25,0.01,80,2.25,1,100000.0,0.01715,0.00243,5.72,819210000000.0,1.7600000000000002,0.00176,72090480.0,0.0009328553773140045,0.02450585957400356,0.0008202125269699859
26,26,0.01,80,2.25,1,100000.0,0.01651,0.00522,5.51,819210000000.0,1.28,0.00128,52429440.0,0.0009327682420344275,0.02224860598591256,0.0008016155023589062
27,27,0.01,80,2.25,1,100000.0,0.01414,0.01,4.71,819210000000.0,1.44,0.0014399999999999999,58983120.0,0.0008293828198490835,0.02409997805425817,0.0007251349846970416
28,28,0.01,80,2.25,1,100000.0,0.01309,0.01134,4.36,,,,,,,
29,29,0.01,80,2.25,1,100000.0,0.01225,0.01225,4.08,819210000000.0,1.7600000000000002,0.00176,72090480.0,0.0010319086716518487,0.0221597203658832,0.000748882137568218
30,30,0.01,90,2.25,1,100000.0,0.01715,0.00243,5.72,849172000000.0,2.32,0.00232,98503952.0,0.0011523968744945792,0.02521716293276615,0.0007401385663631265
31,31,0.01,90,2.25,1,100000.0,0.01651,0.00522,5.51,849172000000.0,2.08,0.00208,88313888.0,0.0013071001608198878,0.027115109703173077,0.0007071070103100323
32,32,0.01,90,2.25,1,100000.0,0.01414,0.01,4.71,849172000000.0,2.24,0.00224,95107264.0,0.0010536201576020014,0.025858016600446527,0.0006988936770567142
33,33,0.01,90,2.25,1,100000.0,0.01309,0.01134,4.36,849172000000.0,1.88,0.00188,79822168.0,0.00100906980053135,0.020490481441883292,0.0007504210007000582
34,34,0.01,90,2.25,1,100000.0,0.01225,0.01225,4.08,849172000000.0,2.76,0.0027600000000000003,117185736.0,0.0011102965420460912,0.022202816913394516,0.0008447544248455969
35,35,0.01,100,2.25,1,100000.0,0.01715,0.00243,5.72,876690000000.0,2.76,0.0027600000000000003,120983220.0,0.0010448476568102238,0.025640570939037096,0.0006812183517725596
36,36,0.01,100,2.25,1,100000.0,0.01651,0.00522,5.51,876690000000.0,2.76,0.0027600000000000003,120983220.0,0.0014572233761568794,0.02517770755475008,0.0005700013890923412
37,37,0.01,100,2.25,1,100000.0,0.01414,0.01,4.71,876690000000.0,2.68,0.00268,117476460.0,0.001023827774089559,0.02516744085969661,0.0007147114468648283
38,38,0.01,100,2.25,1,100000.0,0.01309,0.01134,4.36,876690000000.0,2.68,0.00268,117476460.0,0.0013758604041929825,0.02488378157632697,0.0005978594054027896
39,39,0.01,100,2.25,1,100000.0,0.01225,0.01225,4.08,876690000000.0,2.44,0.00244,106956180.0,0.0012068532720257905,0.02626277138919118,0.0006428660664455581
40,40,0.01,110,2.25,1,100000.0,0.01715,0.00243,5.72,902160000000.0,2.88,0.00288,129911040.0,0.001456110298996816,0.022252227429645784,0.0007268672877913575
41,41,0.01,110,2.25,1,100000.0,0.01651,0.00522,5.51,902160000000.0,3.44,0.00344,155171520.0,0.001454845237537398,0.024117224828718715,0.000715773564408415
42,42,0.01,110,2.25,1,100000.0,0.01414,0.01,4.71,902160000000.0,2.68,0.00268,120889440.0,0.001379132432001683,0.024645833165857105,0.0006963923812160572
43,43,0.01,110,2.25,1,100000.0,0.01309,0.01134,4.36,902160000000.0,3.32,0.00332,149758560.0,0.0014991098551446192,0.02364936224718383,0.0007192099419037378
44,44,0.01,110,2.25,1,100000.0,0.01225,0.01225,4.08,902160000000.0,3.3600000000000003,0.0033600000000000006,151562880.0,0.0015125380968418756,0.026280998591272246,0.0006600387375116643
45,45,0.01,120,2.25,1,100000.0,0.01715,0.00243,5.72,925886000000.0,3.4799999999999995,0.0034800000000000005,161104164.0,0.00176626542366945,0.022101887316874104,0.0006692549580071433
46,46,0.01,120,2.25,1,100000.0,0.01651,0.00522,5.51,925886000000.0,3.56,0.00356,164807708.0,0.0016306859587964264,0.02622190592382123,0.0005866506936633318
47,47,0.01,120,2.25,1,100000.0,0.01414,0.01,4.71,925886000000.0,2.68,0.00268,124068724.0,0.001529115389200752,0.02545598630464979,0.0006727173011996592
48,48,0.01,120,2.25,1,100000.0,0.01309,0.01134,4.36,925886000000.0,3.04,0.00304,140734672.0,0.0016978446319883722,0.023108439739995684,0.0006398064204154385
