,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.cFactor,PG.orderDiffraction,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,0.01,500,1.191432847537555,2,100000.0,0.01715,0.00243,5.72,1362500000000.0,58.48,0.05848,3983950000.0,0.02338075411956652,0.0197867656021326,0.0005484765430258755
1,1,0.01,500,1.191432847537555,2,100000.0,0.01651,0.00522,5.51,1362500000000.0,58.04,0.05804,3953975000.0,0.02591531605118007,0.019254644343628734,0.00046214986929790224
2,2,0.01,500,1.191432847537555,2,100000.0,0.01414,0.01,4.71,1362500000000.0,55.24,0.05524000000000001,3763225000.0,0.02411087449728711,0.021359787460835993,0.0005270372388199807
3,3,0.01,500,1.191432847537555,2,100000.0,0.01309,0.01134,4.36,1362500000000.0,58.6,0.058600000000000006,3992125000.0,0.024536144183034597,0.02025594549716649,0.0005326963648442122
4,4,0.01,500,1.191432847537555,2,100000.0,0.01225,0.01225,4.08,1362500000000.0,58.2,0.05820000000000001,3964875000.0,0.023061743356490753,0.016129169245243123,0.0005204493808051663
5,5,0.01,500,1.4245703315395712,2,100000.0,0.01715,0.00243,5.72,1362500000000.0,74.0,0.07399999999999998,5041250000.0,0.005024831246360008,0.019188978079489844,0.0005230918976422889
6,6,0.01,500,1.4245703315395712,2,100000.0,0.01651,0.00522,5.51,1362500000000.0,72.03999999999999,0.07203999999999999,4907725000.0,0.0049889398193636225,0.019187591326719176,0.000581171860943539
7,7,0.01,500,1.4245703315395712,2,100000.0,0.01414,0.01,4.71,1362500000000.0,68.67999999999999,0.06867999999999999,4678825000.0,0.006554830492866585,0.021481362715989966,0.0004911897283557263
8,8,0.01,500,1.4245703315395712,2,100000.0,0.01309,0.01134,4.36,1362500000000.0,73.43999999999998,0.07343999999999998,5003100000.0,0.005479730683521211,0.019134925330626645,0.0004834755143793048
9,9,0.01,500,1.4245703315395712,2,100000.0,0.01225,0.01225,4.08,1362500000000.0,71.88,0.07188,4896825000.0,0.006957919989297352,0.019165564840020216,0.0006013241680510373
10,10,0.01,500,1.7093389082243329,2,100000.0,0.01715,0.00243,5.72,1362500000000.0,73.52000000000001,0.07352,5008550000.0,0.004472782655957417,0.018050466908471667,0.0005615240341928432
11,11,0.01,500,1.7093389082243329,2,100000.0,0.01651,0.00522,5.51,1362500000000.0,72.15999999999998,0.07216,4915900000.0,0.004443110031313609,0.020531581777529485,0.0005866908738886374
12,12,0.01,500,1.7093389082243329,2,100000.0,0.01414,0.01,4.71,1362500000000.0,72.67999999999998,0.07267999999999998,4951325000.0,0.005130408401601017,0.01908383568692479,0.0004803420586319509
13,13,0.01,500,1.7093389082243329,2,100000.0,0.01309,0.01134,4.36,1362500000000.0,72.76,0.07276,4956775000.0,0.005125243416352987,0.02444302242957128,0.0005590997821322424
14,14,0.01,500,1.7093389082243329,2,100000.0,0.01225,0.01225,4.08,1362500000000.0,73.48,0.07348,5005825000.0,0.0039172107188755936,0.02341684052925784,0.0005821005057288726
15,15,0.01,500,2.064163904469712,2,100000.0,0.01715,0.00243,5.72,1362500000000.0,68.92,0.06892,4695175000.0,0.0038997765619842545,0.020205417073493152,0.0005460903419590664
16,16,0.01,500,2.064163904469712,2,100000.0,0.01651,0.00522,5.51,1362500000000.0,65.6,0.0656,4469000000.0,0.003724376960158224,0.019863549662042145,0.0005422675249311449
17,17,0.01,500,2.064163904469712,2,100000.0,0.01414,0.01,4.71,1362500000000.0,67.56,0.06755999999999998,4602525000.0,0.0038788694212234976,0.02270545604932104,0.0005790020953457917
18,18,0.01,500,2.064163904469712,2,100000.0,0.01309,0.01134,4.36,1362500000000.0,66.6,0.0666,4537125000.0,0.003520217920290633,0.015261983300211506,0.0005151249959922556
19,19,0.01,500,2.064163904469712,2,100000.0,0.01225,0.01225,4.08,1362500000000.0,68.56,0.06856,4670650000.0,0.003720897150792553,0.018898151050829527,0.0006120159395681486
20,20,0.01,500,2.5118137811320644,2,100000.0,0.01715,0.00243,5.72,1362500000000.0,62.6,0.0626,4264625000.0,0.0025135386553756687,0.018398154589925168,0.0005437506320791351
21,21,0.01,500,2.5118137811320644,2,100000.0,0.01651,0.00522,5.51,1362500000000.0,59.28,0.05928,4038450000.0,0.0025562315722572745,0.019332016689750348,0.0006331252943277639
22,22,0.01,500,2.5118137811320644,2,100000.0,0.01414,0.01,4.71,1362500000000.0,59.04,0.05904,4022100000.0,0.0028880850707219,0.01983984077871107,0.0005875105578988715
23,23,0.01,500,2.5118137811320644,2,100000.0,0.01309,0.01134,4.36,1362500000000.0,60.96,0.06096,4152900000.0,0.0032216240467687384,0.017747519174593746,0.0007327647322116186
24,24,0.01,500,2.5118137811320644,2,100000.0,0.01225,0.01225,4.08,1362500000000.0,59.6,0.0596,4060250000.0,0.003146896146920426,0.018468155875262213,0.0006568643871270704
25,25,0.01,500,3.0668427013872974,2,100000.0,0.01715,0.00243,5.72,1362500000000.0,51.56,0.05156000000000001,3512525000.0,0.002377770520192825,0.02148010364020577,0.0006444669435036255
26,26,0.01,500,3.0668427013872974,2,100000.0,0.01651,0.00522,5.51,1362500000000.0,50.52,0.05052,3441675000.0,0.001975700759762731,0.018949983882265948,0.0007433438287453649
27,27,0.01,500,3.0668427013872974,2,100000.0,0.01414,0.01,4.71,1362500000000.0,51.760000000000005,0.05176000000000001,3526150000.0,0.002123549958328113,0.017034347012281233,0.0006700884408349888
28,28,0.01,500,3.0668427013872974,2,100000.0,0.01309,0.01134,4.36,1362500000000.0,49.84,0.04984,3395350000.0,0.002409921272014799,0.02107614905801872,0.0006394540014913223
29,29,0.01,500,3.0668427013872974,2,100000.0,0.01225,0.01225,4.08,1362500000000.0,48.760000000000005,0.04876,3321775000.0,0.002270078908063624,0.02133635008894765,0.000668237079755272
30,30,0.01,500,3.797208992452417,2,100000.0,0.01715,0.00243,5.72,1362500000000.0,40.56,0.04056,2763150000.0,0.001707651363713012,0.017483933633859885,0.0006464808578522584
31,31,0.01,500,3.797208992452417,2,100000.0,0.01651,0.00522,5.51,1362500000000.0,40.2,0.0402,2738625000.0,0.0015083413220077088,0.019654772822505724,0.000641023913992062
32,32,0.01,500,3.797208992452417,2,100000.0,0.01414,0.01,4.71,1362500000000.0,39.64,0.03964,2700475000.0,0.0015511347243477756,0.01841991242825772,0.0006870835211069788
33,33,0.01,500,3.797208992452417,2,100000.0,0.01309,0.01134,4.36,1362500000000.0,38.04,0.03804,2591475000.0,0.002171618416562069,0.020504109809256366,0.0006626406735214923
34,34,0.01,500,3.797208992452417,2,100000.0,0.01225,0.01225,4.08,1362500000000.0,39.16,0.03916,2667775000.0,0.00212252924366112,0.019634000113375304,0.0006608916745673844
35,35,0.01,500,4.645923194002247,2,100000.0,0.01715,0.00243,5.72,1362500000000.0,30.0,0.030000000000000002,2043750000.0,0.0013422630941431635,0.01942147712195697,0.000719662386597935
36,36,0.01,500,4.645923194002247,2,100000.0,0.01651,0.00522,5.51,1362500000000.0,30.88,0.03088,2103700000.0,0.001301754515598077,0.0203293943262904,0.000629886376888679
37,37,0.01,500,4.645923194002247,2,100000.0,0.01414,0.01,4.71,1362500000000.0,30.24,0.030240000000000006,2060100000.0,0.0014489836521715915,0.016944043471137264,0.0007376829831808372
38,38,0.01,500,4.645923194002247,2,100000.0,0.01309,0.01134,4.36,1362500000000.0,31.64,0.03164,2155475000.0,0.001592031795737512,0.016165541549764302,0.0006864416329831842
39,39,0.01,500,4.645923194002247,2,100000.0,0.01225,0.01225,4.08,1362500000000.0,30.48,0.03048,2076450000.0,0.0014941130126680945,0.01462659680408487,0.000570007870200238
40,40,0.01,500,5.546693824604396,2,100000.0,0.01715,0.00243,5.72,1362500000000.0,27.24,0.027240000000000004,1855725000.0,0.0011014044766170627,0.014862282144000932,0.0008177473064721519
41,41,0.01,500,5.546693824604396,2,100000.0,0.01651,0.00522,5.51,1362500000000.0,22.64,0.02264,1542350000.0,0.0012627677253158251,0.02273489791953307,0.0006479358997128938
42,42,0.01,500,5.546693824604396,2,100000.0,0.01414,0.01,4.71,1362500000000.0,25.48,0.02548,1735825000.0,0.0011339133112073796,0.017244319662384586,0.000642747343823907
43,43,0.01,500,5.546693824604396,2,100000.0,0.01309,0.01134,4.36,1362500000000.0,24.44,0.02444,1664975000.0,0.0017544730892313965,0.01964956966392002,0.0006856484964997461
44,44,0.01,500,5.546693824604396,2,100000.0,0.01225,0.01225,4.08,1362500000000.0,26.2,0.0262,1784875000.0,0.0017750813541442764,0.01931988657207989,0.000718548222999131
45,45,0.01,500,6.092590039420309,2,100000.0,0.01715,0.00243,5.72,1362500000000.0,22.92,0.02292,1561425000.0,0.0013667269868437143,0.017026223125435842,0.0005826643042352547
46,46,0.01,500,6.092590039420309,2,100000.0,0.01651,0.00522,5.51,1362500000000.0,22.72,0.02272,1547800000.0,0.0012071422130998143,0.013801482267664405,0.0007994403289084083
47,47,0.01,500,6.092590039420309,2,100000.0,0.01414,0.01,4.71,1362500000000.0,22.04,0.02204,1501474999.9999995,0.0012958791558874295,0.020879065368504136,0.0007524526239136348
48,48,0.01,500,6.092590039420309,2,100000.0,0.01309,0.01134,4.36,1362500000000.0,23.16,0.02316,1577775000.0,0.0013140786212215972,0.013853792278595432,0.0005698463537774808
49,49,0.01,500,6.092590039420309,2,100000.0,0.01225,0.01225,4.08,1362500000000.0,24.36,0.02436,1659525000.0,0.0011746037813941258,0.017489008984193692,0.0006445379237378262
50,50,0.01,1000,1.191432847537555,2,100000.0,0.01715,0.00243,5.72,1566020000000.0,141.72,0.14171999999999998,11096817720.0,0.02053337430567808,0.02051728023277442,0.0005970876794222313
51,51,0.01,1000,1.191432847537555,2,100000.0,0.01651,0.00522,5.51,1566020000000.0,140.44,0.14044,10996592440.0,0.02210311789107891,0.021227558276660462,0.0005476572987379439
52,52,0.01,1000,1.191432847537555,2,100000.0,0.01414,0.01,4.71,1566020000000.0,141.32,0.14132000000000003,11065497320.0,0.022272266667282565,0.019902514727125148,0.0005639121143895877
53,53,0.01,1000,1.191432847537555,2,100000.0,0.01309,0.01134,4.36,1566020000000.0,138.44,0.13843999999999995,10839990440.0,0.0235777440589618,0.018868954134868488,0.0005875918015315144
54,54,0.01,1000,1.191432847537555,2,100000.0,0.01225,0.01225,4.08,1566020000000.0,144.35999999999999,0.14436,11303532360.0,0.025200006020600085,0.02070074957676241,0.0005280205784815526
55,55,0.01,1000,1.4245703315395712,2,100000.0,0.01715,0.00243,5.72,1566020000000.0,145.64,0.14564,11403757640.0,0.01888311645816884,0.022955660054708067,0.0005907515368538635
56,56,0.01,1000,1.4245703315395712,2,100000.0,0.01651,0.00522,5.51,1566020000000.0,147.32,0.14732,11535303320.0,0.01590765710335745,0.02022544925565684,0.0006322910449083725
57,57,0.01,1000,1.4245703315395712,2,100000.0,0.01414,0.01,4.71,1566020000000.0,147.0,0.147,11510247000.0,0.015288510803084136,0.02079894885905313,0.0005630162889443112
58,58,0.01,1000,1.4245703315395712,2,100000.0,0.01309,0.01134,4.36,1566020000000.0,146.64,0.14664000000000002,11482058640.0,0.0188724827112128,0.02057235177331028,0.0005288089521623476
59,59,0.01,1000,1.4245703315395712,2,100000.0,0.01225,0.01225,4.08,1566020000000.0,145.68,0.14568,11406889680.0,0.018474104418087337,0.020153046553276592,0.0005663075702565556
