Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SU.translationXerror,SU.translationYerror,M1.translationXerror,M1.translationYerror,M1.rotationXerror,M1.rotationYerror,M2.translationXerror,M2.translationYerror,M2.rotationXerror,M2.rotationYerror,PG.translationXerror,PG.translationYerror,PG.rotationXerror,PG.rotationYerror,M3.translationXerror,M3.translationYerror,M3.rotationXerror,M3.rotationYerror,M4.translationXerror,M4.translationYerror,M4.rotationXerror,M4.rotationYerror,M5.translationXerror,M5.translationYerror,M5.rotationXerror,M5.rotationYerror
0,2.25,0.01,100,1,300000.0,-0.00018804759393597324,-0.0002269033429021482,-0.00011391791329864746,-0.0002014193002468267,-3.214282965358724e-05,9.929035470686642e-06,-2.9750050346807986e-05,-6.96648935380433e-05,4.480174802223152e-05,-3.376516245681084e-05,0.00019194611560861293,2.9905944593272516e-05,-2.9703526989582208e-05,-1.6718826825692966e-05,0.0002903649548720185,0.0001445142029880148,-4.644063677403287e-05,-3.894946363034891e-05,0.0002766393359935211,-0.00018472781743113107,1.0995624273350589e-05,-3.736598817390163e-05,2.9394465530081196e-05,-0.00012931893032776048,4.060660549513494e-05,3.7480535670103306e-05
1,2.25,0.01,100,1,300000.0,-0.00025628648188457856,-0.00018662615863065078,-0.00022430458770662592,0.00022209946360068547,4.4298179835847516e-05,2.1652738606626322e-05,0.00021919164355511527,0.00021515785899685222,3.477683813398351e-05,3.511240502778699e-05,3.375581376514631e-05,0.00016351376743474428,7.440937866667184e-06,-1.321058257899779e-05,-4.352132488409362e-05,-0.0001950878551201935,-4.398723232246914e-05,3.201559292562184e-05,0.00024158511031099,8.587509204487537e-05,1.9069483326145718e-05,-3.812064435357031e-05,0.00012185004998612869,7.633967881986092e-05,3.807902207454115e-05,-2.0021436151103356e-05
2,2.25,0.01,100,1,300000.0,0.00024054308179923927,0.00017647081101100577,3.617578845936111e-05,-8.172899529804549e-05,-5.714802188272263e-06,1.2412160968436953e-05,-0.00013246743355336472,0.00026868577044249345,-4.831471694426512e-05,4.887591145089797e-06,0.00018925665528172255,-0.00014327759189656134,8.512794003940351e-06,2.352643608359221e-05,-8.722483138762062e-05,-5.994870785165651e-06,4.2543756017125906e-05,-2.9681199531793146e-05,8.126213597393423e-05,0.00015317819919332814,3.788057413963987e-05,2.525088865729533e-05,7.212681911469447e-05,5.381475074891313e-06,-4.105058925359604e-05,2.7197003647523212e-05
3,2.25,0.01,100,1,300000.0,5.5271871728141786e-05,3.280751301736409e-05,0.0001078621930128664,-0.00023552749046724508,-2.323452409838166e-05,-2.1774270106933214e-05,-5.216010679467677e-05,9.957731106079073e-05,-1.6689914400875685e-05,-4.058163721549596e-05,-6.426964073455004e-05,-0.0002459440839681497,9.511117931319377e-06,2.996152107473158e-05,-0.0002430643480057281,-0.00029150989061297585,1.810285021340813e-05,-4.3040943405459345e-05,-0.00028047177478048306,5.0896339253358514e-05,4.6090742217355224e-05,3.761382388030449e-05,-0.0001463059267842916,-0.00016203974685801876,1.775265035307605e-05,2.331944538781256e-05
4,2.25,0.01,100,1,300000.0,0.000228391643109977,-0.00020291755000821497,-5.314478834594655e-05,3.359691918287667e-05,-1.24802406053852e-06,4.588386811654325e-05,-0.00029588036465023535,1.8157495575139826e-05,2.8482598119020345e-05,-7.852721650586428e-06,-0.00027363600441907134,0.00015025367665022683,-4.1976000815753334e-05,1.6383614595435676e-05,0.0002374919922747734,-0.00025742326206833264,3.1067239420584974e-05,3.0174036734828917e-05,5.161568266553925e-05,5.354766196045719e-05,1.8538474374184056e-05,2.45323832311733e-05,-9.743091380354368e-05,0.00025693831672215156,4.7029676734826265e-05,2.4666549433242783e-06
5,2.25,0.01,100,1,300000.0,-7.133050069786098e-05,0.00013160208559856565,8.646120092806208e-06,-0.000179628915440463,3.978439137195731e-05,-2.444582905609961e-05,-0.0002575864271701833,-0.00017718685912999105,-3.2424638229407935e-05,1.2048299611627673e-05,-0.0002628216380937749,0.00013056324537407527,-7.461930616658843e-06,1.2949158185454028e-05,0.0002173921615898975,0.0001507560105941479,-4.835522621476698e-06,1.4886862736874873e-05,-0.00023514431755797214,0.0001012050427605818,4.6348773670707554e-05,3.830730443655282e-05,-0.00013711011629878407,9.788173957946513e-05,-3.098312719568837e-05,2.609332087589892e-05
6,2.25,0.01,100,1,300000.0,0.00022057309611313894,-7.272734461130553e-05,-0.0002782848403014328,-0.00019377457640120668,-4.021136607771028e-05,2.5545868403569845e-05,0.00010242418714021993,0.00021631038119724867,2.7392239691158473e-05,-5.273281596761983e-06,-1.6099588470955175e-05,-0.00016023488660847746,4.13391275364297e-05,1.0588077949860983e-05,-7.376401369807418e-05,-0.0002447807119311108,4.301662986578373e-05,-2.86189914846526e-05,-0.00017416880404224068,-1.7202092357189837e-05,3.3743915421447655e-05,-6.111099100064678e-06,-0.00022869139191753716,-0.00028798485682206103,3.6250218767797436e-05,-4.522868815617596e-05
7,2.25,0.01,100,1,300000.0,0.00011138057098491577,0.00012477313131000124,-0.00018709703076657391,0.0002051871149581495,7.641085760342015e-06,-3.8198107374997514e-05,-0.00013010251012184802,2.4818033466725558e-05,-3.529066126448263e-05,-3.133012349704351e-05,7.106990957088909e-05,5.0312499759943175e-05,-4.745694221053808e-05,2.9585711194298456e-05,-7.304069298438254e-05,1.4883109625856501e-05,4.21400073819161e-05,-2.9733863422086007e-05,-0.0002694381005606612,0.00026296834477142265,3.430236378803353e-05,-2.59185108891806e-06,0.00015453897929652974,-1.1602499527550063e-05,4.087614580695535e-05,1.8626822103945874e-05
8,2.25,0.01,100,1,300000.0,1.5108326314042632e-05,-0.00010849510011898204,0.00024690011867919975,5.2940867241908025e-05,2.7627548239821527e-06,-2.096243323255308e-05,0.0002035909169038397,-3.751571629261643e-05,4.9430664439741114e-05,3.6522737930535776e-05,-0.00023429095732238899,0.0001685344430009104,-3.631385871761189e-05,-2.4278091050167596e-05,0.00019994830463890327,0.00027045229217678317,-3.213839757319767e-05,-4.766885955683207e-05,-4.562611916491616e-05,-7.073060474572249e-05,8.593518065596685e-06,-2.1806317735684335e-06,-0.00018411496652060908,0.00011900594477714838,4.8304434777352464e-05,-2.7065146133186002e-05
9,2.25,0.01,100,1,300000.0,0.00010604012109752758,-0.00028946484238059016,-0.00024499231942097917,1.96171098102807e-05,2.468050609873718e-06,3.43824914492092e-05,0.00018431958053091176,8.621208466319996e-06,5.901879520652221e-06,-3.524403783554774e-05,-0.00019073228430791314,-0.0002721214339387772,-4.668313725602425e-05,-3.352141901849728e-05,3.27521893850036e-05,-0.00020653292213012396,-4.884246694661558e-05,-2.97471680751633e-05,-0.00028362703434472623,0.0001077849946001873,-4.224173321330271e-05,-3.935522291645423e-05,3.7782349904102585e-05,-0.00019854279732423068,-2.5101522983114388e-05,1.0775488113964284e-05
