,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.cFactor,PG.orderDiffraction,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,0.01,200,2.25,1,100000.0,0.01715,0.00243,5.72,1073682000000.0,54.0,0.054000000000000006,2898941400.0,0.0014718640799833336,0.017622152429639232,0.0006087742285093868
1,1,0.01,200,2.25,1,100000.0,0.01651,0.00522,5.51,1073682000000.0,56.8,0.0568,3049256880.0,0.0015915963469058168,0.018449448901600104,0.0006925901456626901
2,2,0.01,200,2.25,1,100000.0,0.01414,0.01,4.71,1073682000000.0,56.24,0.05624,3019193784.0,0.002039584892356743,0.01867104378219528,0.0006005564371377026
3,3,0.01,200,2.25,1,100000.0,0.01309,0.01134,4.36,1073682000000.0,54.720000000000006,0.05471999999999999,2937593952.0,0.0015435833372248451,0.01639457489447745,0.0006374398502139276
4,4,0.01,200,2.25,1,100000.0,0.01225,0.01225,4.08,1073682000000.0,52.28,0.05227999999999999,2806604748.0,0.0018869641845242313,0.01778395765745448,0.0004932722657764378
5,5,0.01,210,2.25,1,100000.0,0.01715,0.00243,5.72,1088488000000.0,55.28,0.05528,3008580832.0,0.0017751090597903385,0.02246193818563529,0.0005294662008462262
6,6,0.01,210,2.25,1,100000.0,0.01651,0.00522,5.51,1088488000000.0,53.32000000000001,0.053320000000000006,2901909008.0,0.0016550707425437847,0.020120666161006096,0.0007723336814249692
7,7,0.01,210,2.25,1,100000.0,0.01414,0.01,4.71,1088488000000.0,56.8,0.0568,3091305920.0,0.0015003688200954455,0.017039475524904146,0.0006275117938650948
8,8,0.01,210,2.25,1,100000.0,0.01309,0.01134,4.36,1088488000000.0,55.56,0.05556,3023819664.0,0.0016654325616855203,0.02224352034307778,0.0006149627266178321
9,9,0.01,210,2.25,1,100000.0,0.01225,0.01225,4.08,1088488000000.0,56.08,0.05608,3052120352.0,0.0019361391426252796,0.017149997601219,0.0006576648861182958
10,10,0.01,220,2.25,1,100000.0,0.01715,0.00243,5.72,1102700000000.0,56.84,0.056839999999999995,3133873400.0,0.002275900635183916,0.01883946880637232,0.0007604656334215199
11,11,0.01,220,2.25,1,100000.0,0.01651,0.00522,5.51,1102700000000.0,58.6,0.0586,3230911000.0,0.0021349759773897858,0.02076308248682912,0.0005587947400757844
12,12,0.01,220,2.25,1,100000.0,0.01414,0.01,4.71,1102700000000.0,56.32000000000001,0.05632,3105203200.0,0.0017714044838442078,0.016150180575811905,0.0006304946239836758
13,13,0.01,220,2.25,1,100000.0,0.01309,0.01134,4.36,1102700000000.0,55.44,0.05544,3056684400.0,0.002112752666777169,0.018647256296935772,0.000654719912951703
14,14,0.01,220,2.25,1,100000.0,0.01225,0.01225,4.08,1102700000000.0,59.92,0.05992,3303689200.0,0.0019837363120177543,0.018762902770210088,0.0006932578264543625
15,15,0.01,230,2.25,1,100000.0,0.01715,0.00243,5.72,1116366000000.0,59.24,0.05924,3306676092.0,0.0015851002887632148,0.021765616058351776,0.0005579259175058996
16,16,0.01,230,2.25,1,100000.0,0.01651,0.00522,5.51,1116366000000.0,58.4,0.058399999999999994,3259788720.0,0.0019187644581973016,0.019555355506592615,0.0006208774318018106
17,17,0.01,230,2.25,1,100000.0,0.01414,0.01,4.71,1116366000000.0,58.56,0.05856,3268719648.0,0.002330381295467987,0.017050763466511246,0.0006007462501897615
