,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,300000.0,,1710.0,0.57,100.0,0.0030124732139142,0.0413345246960774,0.0073022374525656,13794000000000.0,8892000000000.0,7182000000000.0,33.30541918251112,18.983208429208112,459393643986836.3,296138051495646.5,239188426208022.2,5.707664763587321e-05,3.679321087271165e-05,2.9717593397190184e-05,2.7463863337713536e-05,1.7703978019352526e-05,1.4299366861784735e-05
1,1,2.25,0.02,101,1,300000.0,,1727.6,0.5758666666666666,101.0,0.0029138941508221,0.0407821553899946,0.0069337917288384,13935973333333.334,8983520000000.0,7255920000000.0,35.04556781380795,20.217706615644797,489268500098604.0,315396223204058.75,254743103357124.4,5.80873960226281e-05,3.74447676840082e-05,3.024385082169893e-05,2.8327964574798867e-05,1.826100195730836e-05,1.4749270811672136e-05
2,2,2.25,0.02,102,1,300000.0,,1802.6,0.6008666666666667,102.0,0.0030517660475254,0.0413772360323444,0.0072045982043686,14540973333333.332,9373520000000.0,7570920000000.0,33.63924082876878,20.210215222506143,489087208384648.6,315279357471095.8,254648711803577.3,6.1007237422060426e-05,3.932697949521251e-05,3.1764098823056254e-05,3.019040551956064e-05,1.946158372335314e-05,1.571897146886215e-05
3,3,2.25,0.02,103,1,300000.0,,1776.4,0.5921333333333333,103.0,0.003154851475179,0.0399236140371839,0.0068975181811933,14329626666666.668,9237280000000.0,7460880000000.0,32.804473444490526,19.40415930829121,469580655260647.3,302704885209342.9,244492407284469.3,6.115687654429661e-05,3.942344107814162e-05,3.184201010157592e-05,3.0402321810630957e-05,1.9598190919249707e-05,1.5829308050163225e-05
4,4,2.25,0.02,104,1,300000.0,,1813.2,0.6044,104.0,0.003026886624417,0.0403265533307961,0.0070032913309583,14626480000000.0,9428640000000.0,7615440000000.0,35.11383413670442,21.280420129524902,514986167134502.7,331974554020588.56,268133293632013.8,6.365864970682707e-05,4.103615435646704e-05,3.314458621099261e-05,3.172604313350877e-05,2.045149887945193e-05,1.651851832571118e-05
5,5,2.25,0.02,105,1,300000.0,,1825.8,0.6085999999999999,105.0,0.0032524979047365,0.0410349155533546,0.0072411500014156,14728119999999.996,9494160000000.0,7668360000000.0,32.81547643824042,19.979185946963263,483496299916510.9,311675300772626.9,251737742931737.1,6.439279422043252e-05,4.150940453879122e-05,3.352682674286982e-05,3.2677198809448524e-05,2.1064640554851115e-05,1.701374814045667e-05
6,6,2.25,0.02,106,1,300000.0,,1844.4,0.6148,106.0,0.0029893285803523,0.0425286883121878,0.0069771633275613,14878160000000.0,9590880000000.0,7746480000000.0,35.589630228055924,21.87227322042849,529309011934369.4,341207462238684.4,275590642577398.9,6.541056531910374e-05,4.2165488387521424e-05,3.405674062069038e-05,3.378278163860396e-05,2.17773303124885e-05,1.7589382175471483e-05
7,7,2.25,0.02,107,1,300000.0,,1903.2,0.6344000000000001,107.0,0.0032497582647379,0.0418392566843161,0.0068396520148327,15352480000000.0,9896640000000.0,7993440000000.0,33.05722852584525,20.982296870717114,507771584271354.1,327323831183186.9,264376940571035.6,6.80589325017016e-05,4.38727002903531e-05,3.543564254220827e-05,3.5695331549087565e-05,2.3010213725858092e-05,1.858517262473154e-05
8,8,2.25,0.02,108,1,300000.0,,1865.4,0.6218,108.0,0.0033629023926351,0.0386556900820181,0.0071376852605162,15047560000000.0,9700080000000.0,7834680000000.0,32.30545714536187,20.084196928267502,486037565664073.6,313313472080973.1,253060881296170.56,6.708587285888336e-05,4.3245438702420674e-05,3.492900818272439e-05,3.584554899987803e-05,2.3107048115623852e-05,1.866338501646542e-05
9,9,2.25,0.02,109,1,300000.0,,1903.2,0.6344,109.0,0.0033340984378383,0.0370906696579582,0.007174551272634,15352480000000.004,9896640000000.0,7993440000000.0,32.8855316094937,20.871116333570683,505081015272410.5,325589414803702.6,262976065802990.6,6.898251658171203e-05,4.446806854027717e-05,3.591651689791618e-05,3.7492633948577206e-05,2.416880535528117e-05,1.952095817157326e-05
