,Simulation Number,PG.cFactor,ExitSlit.openingHeight,SU.photonEnergy,PG.orderDiffraction,SU.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,PhotonFlux3,PhotonFlux5,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,FluxPerMilPerBwAbs3,FluxPerMilPerBwAbs5,AXUVCurrentAmp1,AXUVCurrentAmp3,AXUVCurrentAmp5,GaAsPCurrentAmp1,GaAsPCurrentAmp3,GaAsPCurrentAmp5
0,0,2.25,0.02,100,1,100000.0,,115.96,0.11596,20.0,0.0005612660157777,0.0083728363735001,0.0012731797630975,2806232000000.0,1808976000000.0,1461096000000.0,7.185884265647475,4.157157890184402,100603220942462.52,64851663086876.67,52380189416323.46,1.1611593087466418e-05,7.485159180350252e-06,6.045705491821358e-06,5.587209811651336e-06,3.60167244056863e-06,2.909043125074662e-06
1,1,2.25,0.02,105,1,100000.0,,125.6,0.1256,21.0,0.0005954343447882,0.0080653450697076,0.0013314130827859,3039520000000.0,1959360000000.0,1582560000000.0,7.214032648633141,4.512520936554591,109203006664621.08,70395326610251.61,56857763800587.85,1.3289081423079732e-05,8.566515297522472e-06,6.91910850953738e-06,6.743766300471138e-06,4.347221251543378e-06,3.5112171647081144e-06
2,2,2.25,0.02,110,1,100000.0,,131.0,0.131,22.0,0.0006771044779577,0.008311546697368,0.0012426130658833,3170199999999.999,2043600000000.0,1650599999999.9995,6.522894627669207,4.272529616642648,103395216722752.06,66651462019625.3,53833873169697.36,1.435897895329632e-05,9.256201308736474e-06,7.47616259551792e-06,7.941959711502088e-06,5.119610392538536e-06,4.13506993243497e-06
3,3,2.25,0.02,115,1,100000.0,,136.48,0.13648,23.0,0.0006952640631629,0.0076166940426505,0.0012837055654319,3302816000000.0,2129088000000.0,1719648000000.0,6.691796905181181,4.5666487475162985,110512899689894.4,71239720461254.23,57539774218705.35,1.5519744951402917e-05,1.000446368768122e-05,8.080528363127138e-06,9.013055058289308e-06,5.81006854997162e-06,4.692747674977078e-06
4,4,2.25,0.02,120,1,100000.0,,142.07999999999998,0.14208,24.0,0.000724539068982,0.0077633299024636,0.0013408426756374,3438336000000.0,2216448000000.0,1790208000000.0,6.72238637450288,4.770702406552902,115450998238580.22,74422957542225.28,60110850322566.56,1.6706299472075236e-05,1.0769350072908e-05,8.698321212733385e-06,1.0302902090044198e-05,6.641540190276425e-06,5.364320922915575e-06
5,5,2.25,0.02,125,1,100000.0,,156.6,0.1566,25.0,0.0006320991491895,0.0073872638414252,0.0013555941194479,3789720000000.0,2442960000000.0,1973160000000.0,8.241349908971724,6.463487501275563,156416397530868.6,100830405019898.78,81439942516072.1,1.9172500791617324e-05,1.2359132741703729e-05,9.98237644522224e-06,1.1936276362536851e-05,7.69445914279235e-06,6.2147554614861295e-06
6,6,2.25,0.02,130,1,100000.0,,159.68,0.15968,26.0,0.0007120587468739,0.0075577411456244,0.0013928267976221,3864256000000.0,2491008000000.0,2011968000000.0,7.525292235813583,6.017663238437445,145627450370186.12,93875546519624.12,75822556804311.78,2.030339773904857e-05,1.3088140691294048e-05,1.0571190558352884e-05,1.2826681979772095e-05,8.26843962332416e-06,6.678355080377208e-06
7,7,2.25,0.02,135,1,100000.0,,166.76,0.1667599999999999,27.0,0.0008580316776692,0.0071150603660467,0.0013917995713561,4035592000000.0,2601456000000.0,2101176000000.0,6.358680267480596,5.291816276427385,128061953889542.7,82552333912267.2,66676885082985.05,2.2045333776232e-05,1.4211041607826891e-05,1.1478148990937103e-05,1.4014443003269556e-05,9.034103754173766e-06,7.296776109140348e-06
8,8,2.25,0.02,140,1,100000.0,,169.2,0.1691999999999999,28.0,0.0007761254086369,0.0070997497236353,0.001270396314718,4093059617718.94,2639520000000.0,2131920000000.0,7.284485312578901,6.153163563988239,148849085726831.06,95989351598216.52,77529860906251.8,2.3318671962956e-05,1.5037675179033392e-05,1.2145814567680814e-05,1.4902711859804189e-05,9.610416090179572e-06,7.762259149760424e-06
9,9,2.25,0.02,145,1,100000.0,,170.92000000000002,0.17092,29.0,0.0009434476966748,0.006810798377247,0.0014390094901826,4119545753407.448,2666352000000.0,2153592000000.0,6.158064908574916,5.265916179007182,126920094974424.4,82148292392512.05,66350543855490.5,2.4318293000096e-05,1.5739873534306924e-05,1.2712974777709434e-05,1.563145818657917e-05,1.011737028633007e-05,8.171722154343518e-06
