,Simulation Number,ExitSlit.totalHeight,Dipole.photonEnergy,PG.cFactor,PG.orderDiffraction,Dipole.numberRays,Dipole.sourceWidth,Dipole.sourceHeight,Dipole.verEbeamDiv,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM
0,0,0.01,30,2.25,1,100000.0,0.01715,0.00243,5.72,602334000000.0,18.28,0.01828,550533276.0,0.0002977040334571953,0.02542955169105098,0.0008096017280491384
1,1,0.01,30,2.25,1,100000.0,0.01651,0.00522,5.51,602334000000.0,17.36,0.017359999999999997,522825912.0,0.00031511261018307105,0.025637703549147448,0.0008083835861052446
2,2,0.01,30,2.25,1,100000.0,0.01414,0.01,4.71,602334000000.0,16.880000000000003,0.01688,508369896.0,0.00030279076378757913,0.024261816078856704,0.0007312661451010056
3,3,0.01,30,2.25,1,100000.0,0.01309,0.01134,4.36,602334000000.0,17.16,0.01716,516802572.0,0.000289765573880421,0.02131894174884754,0.0007949298739527795
4,4,0.01,30,2.25,1,100000.0,0.01225,0.01225,4.08,602334000000.0,18.36,0.01836,552942612.0,0.0002735126263623664,0.02358567145279537,0.0007469415147423491
5,5,0.01,40,2.25,1,100000.0,0.01715,0.00243,5.72,660032000000.0,25.28,0.025280000000000004,834280448.0,0.00023332327222760796,0.01761886589008734,0.0007529692280734119
6,6,0.01,40,2.25,1,100000.0,0.01651,0.00522,5.51,660032000000.0,23.44,0.02344,773557504.0,0.00017909064575235336,0.018188644190114726,0.0006487826270923443
7,7,0.01,40,2.25,1,100000.0,0.01414,0.01,4.71,660032000000.0,24.72,0.02472,815799552.0,0.00028289265024909586,0.017933145265024313,0.0004155064632754524
8,8,0.01,40,2.25,1,100000.0,0.01309,0.01134,4.36,660032000000.0,26.12,0.02612,862001792.0,0.0001865452830600134,0.01727228124274397,0.0005255610887805737
9,9,0.01,40,2.25,1,100000.0,0.01225,0.01225,4.08,660032000000.0,23.72,0.02372,782797952.0,0.0003145709369945848,0.019332383181619596,0.000598653825701127
10,10,0.01,50,2.25,1,100000.0,0.01715,0.00243,5.72,708108000000.0,27.96,0.027959999999999995,989934984.0,0.0003825911952657179,0.014382552029349687,0.0005473266418853232
11,11,0.01,50,2.25,1,100000.0,0.01651,0.00522,5.51,708108000000.0,30.04,0.03004,1063578216.0,0.00037360736089993914,0.015458649697859875,0.0006070768278360355
12,12,0.01,50,2.25,1,100000.0,0.01414,0.01,4.71,708108000000.0,28.28,0.028280000000000007,1001264712.0,0.00032569575470461134,0.01411988927776633,0.0005213714042299296
13,13,0.01,50,2.25,1,100000.0,0.01309,0.01134,4.36,708108000000.0,28.4,0.0284,1005513360.0,0.0002930428935124496,0.019614039598107,0.0004383246935743908
14,14,0.01,50,2.25,1,100000.0,0.01225,0.01225,4.08,708108000000.0,29.32,0.02932,1038086328.0,0.00038702850597985614,0.01841372807294884,0.0006055285709928033
15,15,0.01,60,2.25,1,100000.0,0.01715,0.00243,5.72,749604000000.0,35.28,0.03528,1322301456.0,0.0006462556316648715,0.021871463959923437,0.0005953199233781015
16,16,0.01,60,2.25,1,100000.0,0.01651,0.00522,5.51,749604000000.0,34.08,0.034080000000000006,1277325216.0,0.0005216432909611512,0.014923314358942816,0.0007180571858147214
17,17,0.01,60,2.25,1,100000.0,0.01414,0.01,4.71,749604000000.0,36.52,0.03652,1368776904.0,0.0005150963526688202,0.017897122421692342,0.000635370863528016
18,18,0.01,60,2.25,1,100000.0,0.01309,0.01134,4.36,749604000000.0,33.92,0.03392,1271328384.0,0.00041494565314906137,0.01575621828814933,0.0004524780313849066
19,19,0.01,60,2.25,1,100000.0,0.01225,0.01225,4.08,749604000000.0,32.84,0.032839999999999994,1230849768.0,0.0003817087015931975,0.016884063017822623,0.0007175209427874228
20,20,0.01,70,2.25,1,100000.0,0.01715,0.00243,5.72,786270000000.0,34.68,0.03468,1363392180.0,0.0005596907305221065,0.01723547868313599,0.000727760560895451
21,21,0.01,70,2.25,1,100000.0,0.01651,0.00522,5.51,786270000000.0,35.64,0.03564,1401133140.0,0.0005789690128335678,0.01741600865202985,0.0005434317424625659
22,22,0.01,70,2.25,1,100000.0,0.01414,0.01,4.71,786270000000.0,35.96,0.035960000000000006,1413713460.0,0.000648656336365434,0.018265454138677743,0.0006198244096087492
23,23,0.01,70,2.25,1,100000.0,0.01309,0.01134,4.36,786270000000.0,36.64,0.036640000000000006,1440446640.0,0.0006254026916582234,0.01797256753634883,0.0005856740246958376
24,24,0.01,70,2.25,1,100000.0,0.01225,0.01225,4.08,786270000000.0,38.36,0.038360000000000005,1508065860.0,0.0008251469897589911,0.020469236551317792,0.0006214160928121942
25,25,0.01,80,2.25,1,100000.0,0.01715,0.00243,5.72,819210000000.0,39.92,0.03992,1635143160.0,0.0005699768560964457,0.018680458604417895,0.0005928989808274828
